gas_price,value,gas_limit,data_size,nonce_conflict,nonce_gap,gas_differential,gas_volatility,submission_frequency,arrival_interval,balance_adequacy,recipient_similarity,attack_type
10000000000,0,121000,0,0,8,0,0.9837931742738145,9,10.219847315338233,1,-1,3
10000000000,0,121000,0,0,9,0,1.0003139122655165,10,9.96613355492702,1,-1,3
51000000000,5000000000000000000,121000,0,0,10,0,1.0200515280114935,11,10.010129230703189,1,-1,3
63000000000,5000000000000000000,121000,0,1,0,12000000000,1.2627111327328258,12,0.01,1,0,4
19000000000,392430351404098770,21000,0,0,0,0,0.9994170729701886,1,9.918342591321222,1,-1,0
18000000000,120193867865286480,21000,0,0,0,0,1.0076847487254272,1,10.01663838845648,1,-1,0
19000000000,196860033523569400,21000,0,0,0,0,0.9819229950791268,1,9.827350963386655,1,-1,0
36000000000,45991112235135780,97397,97,0,1,0,1.0336674668601507,2,10.05635470275185,1,-1,0
19000000000,1467734021240359000,21000,0,0,0,0,0.9966769887940127,1,9.90990419651218,1,-1,0
22000000000,1467734021240359000,21000,0,1,0,3000000000,1.1595004358185257,2,0.01,1,0,2
10000000000,0,21000,0,0,0,0,0.9918629385547355,1,9.90974400816559,1,-1,0
15000000000,0,21000,0,1,0,5000000000,1.5239849798182752,2,1.7778417276763405,1,1,0
22000000000,257974789245663400,21000,0,0,0,0,1.0039918784616637,1,9.997975416289309,1,-1,0
22000000000,79064482866620531,100257,126,0,0,0,1.0152186915482724,1,9.841343360656614,1,-1,0
10000000000,0,21000,0,0,0,0,1.0070791627995777,1,10.123381736815478,1,-1,0
15000000000,0,21000,0,1,0,5000000000,1.49559181218568,2,1.3168734525043466,1,1,0
25000000000,325389427775867430,21000,0,0,0,0,1.018589371225992,1,10.031329539250713,1,-1,0
19000000000,47530285818741330,63453,94,0,0,0,1.0069063238915077,1,9.706049481418034,1,-1,0
10000000000,0,21000,0,0,0,0,0.9807804187830553,1,9.800772092665236,1,-1,0
23000000000,336134064798704450,21000,0,0,0,0,0.9802157723238124,1,10.029529185380369,1,-1,0
10000000000,0,21000,0,0,0,0,1.0029765345806327,1,10.110769986999312,1,-1,0
15000000000,0,21000,0,1,0,5000000000,1.5181491578977526,2,1.5257052421784956,1,1,0
36000000000,29120023650322225,86821,60,0,0,0,1.032788410970128,1,9.982652757641764,1,-1,0
19000000000,18025965478841343,128974,63,0,0,0,0.964455730848384,1,9.954834445661607,1,-1,0
21000000000,411343719065688900,21000,0,0,0,0,1.0005131969819745,1,9.778221701444886,1,-1,0
17000000000,479207465256331730,21000,0,0,0,0,1.0097929532435,1,9.892023368740794,1,-1,0
20000000000,377634219676498800,21000,0,0,0,0,1.0059133826998952,1,9.930904184356033,1,-1,0
22000000000,2475367499207116000,21000,0,0,0,0,1.0201865421006742,1,10.158568333932838,1,-1,0
26000000000,2475367499207116000,21000,0,1,0,4000000000,1.194928861294293,2,0.10154274343526921,1,0,2
36000000000,90615774240765376,75673,20,0,0,0,0.9802899963283932,1,9.73554397669559,1,-1,0
20000000000,21132842906560124,126395,110,0,0,0,0.9797041662261854,1,10.04861259540922,1,-1,0
22000000000,293579523229366400,21000,0,0,0,0,1.0062490971230345,1,9.942237657937552,1,-1,0
30000000000,20568484007033295,93085,61,0,0,0,1.0198101084884506,1,9.898461699954106,1,-1,0
31000000000,1681342252508566,130457,54,0,0,0,1.002868351059054,1,10.09175144332613,1,-1,0
41000000000,1988052899509067800,21000,0,0,0,0,0.9684413386086345,1,10.154649928374393,1,-1,0
67000000000,1988052899509067800,21000,0,1,0,26000000000,1.6132029131172319,2,1.6396920178674297,1,0,1
18000000000,54764770709270973,117643,112,0,0,0,1.0138303171173066,1,9.874117371516604,1,-1,0
13000000000,172635756005619670,21000,0,0,0,0,0.9930270981816574,1,9.953618143622318,1,-1,0
22000000000,269841020470016240,21000,0,0,0,0,1.0023591460640657,1,10.049689514710535,1,-1,0
33000000000,1028886071203560600,21000,0,0,0,0,1.021308360783035,1,10.146331769068354,1,-1,0
38000000000,1028886071203560600,21000,0,1,0,5000000000,1.127470970527858,2,0.01,1,0,2
34000000000,7344727379352034,57596,70,0,0,0,0.9917151468819609,1,9.972151153500427,1,-1,0
21000000000,443137476073206750,21000,0,0,0,0,0.9895425437325212,1,9.834049753899096,1,-1,0
32000000000,95404522544548120,61288,59,0,0,0,1.0071080507305574,1,9.820569006387899,1,-1,0
27000000000,32117350644202923,86241,52,0,0,0,1.0154577635654398,1,10.12187887335913,1,-1,0
10000000000,2458771599886383300,21000,0,0,0,0,0.9703946508620244,1,10.203436004285624,1,-1,0
12000000000,2458771599886383300,21000,0,1,0,2000000000,1.1998892726966746,2,0.039198481762949926,1,0,2
30000000000,10000000000000000,21000,0,0,0,0,1.0173865820809243,1,10.150529934683803,1,-1,0
28000000000,10000000000000000,21000,0,0,1,0,0.9629042709707833,2,10.054245403757145,1,-1,0
18000000000,10000000000000000,21000,0,0,2,0,0.9987121511712078,3,9.903232036809232,1,-1,0
16000000000,10000000000000000,21000,0,0,3,0,0.9756843111843354,4,10.054209340826262,1,-1,0
10000000000,10000000000000000,21000,0,0,4,0,0.9871686619290093,5,10.230705484969896,1,-1,3
26000000000,10000000000000000,21000,0,0,5,0,0.9498993082103696,6,9.994626094133507,1,-1,3
11000000000,10000000000000000,21000,0,0,6,0,1.0278546823751005,7,10.234696548372101,1,-1,3
16000000000,10000000000000000,21000,0,0,7,0,0.9928834174519298,8,9.607038234386538,1,-1,3
28000000000,10000000000000000,21000,0,0,8,0,0.9838561627192817,9,10.123285375656284,1,-1,3
23000000000,10000000000000000,21000,0,0,9,0,1.006565340909143,10,10.013057060235726,1,-1,3
25000000000,180091377418999900,21000,0,0,0,0,0.979153795346255,1,9.95514889743012,1,-1,0
32000000000,41770144342062255,54599,19,0,1,0,0.9772551094223741,2,10.013764116480326,1,-1,0
28000000000,10000000000000000,21000,0,0,0,0,1.0302065833962746,1,9.701864662809866,1,-1,0
22000000000,10000000000000000,21000,0,0,1,0,1.036173260566536,2,9.967049216824373,1,-1,0
15000000000,10000000000000000,21000,0,0,2,0,0.9881587265543503,3,10.053566885726761,1,-1,0
12000000000,10000000000000000,21000,0,0,3,0,1.0213470941983236,4,10.221684106711228,1,-1,0
10000000000,10000000000000000,21000,0,0,4,0,1.0071208088797616,5,9.922259467258954,1,-1,3
12000000000,10000000000000000,21000,0,0,5,0,0.971723374165793,6,9.878725959566022,1,-1,3
23000000000,10000000000000000,21000,0,0,6,0,0.9814373621230043,7,9.924736443462319,1,-1,3
24000000000,10000000000000000,21000,0,0,7,0,1.0310219959839386,8,10.137310317655311,1,-1,3
11000000000,10000000000000000,21000,0,0,8,0,0.9714640993435164,9,10.049312666448953,1,-1,3
19000000000,10000000000000000,21000,0,0,9,0,1.0456199867614973,10,9.920535969434944,1,-1,3
13000000000,10000000000000000,21000,0,0,10,0,0.9885727564817645,11,10.076990114967003,1,-1,3
21000000000,362988796485794200,21000,0,0,0,0,1.0316162981258648,1,10.014561632402206,1,-1,0
20000000000,1856192635071063,119236,34,0,0,0,0.9938887241071432,1,10.145296748579934,1,-1,0
10000000000,0,21000,0,0,0,0,1.015998071830023,1,9.894692035918396,1,-1,0
15000000000,0,21000,0,1,0,5000000000,1.5279006626524139,2,1.4508506780103347,1,1,0
10000000000,0,21000,0,0,0,0,1.0277990763536202,1,9.941183777030176,1,-1,0
15000000000,0,21000,0,1,0,5000000000,1.4883126892341405,2,1.2804727577801822,1,1,0
19000000000,258791861030607800,21000,0,0,0,0,0.9828522380020175,1,10.044418041559686,1,-1,0
17000000000,27403567595153277,88789,12,0,0,0,0.9983757598049773,1,10.039158290826983,1,-1,0
10000000000,0,21000,0,0,0,0,0.9739904075793204,1,10.000767018496369,1,-1,0
15000000000,0,21000,0,1,0,5000000000,1.504785283362211,2,1.464811929993728,1,1,0
15000000000,121450293855365040,21000,0,0,0,0,0.9835840669544497,1,9.787694388692438,1,-1,0
13000000000,487105013592881500,21000,0,0,0,0,1.0216541954708582,1,9.936903201585196,1,-1,0
52000000000,1361172626481060900,21000,0,0,0,0,0.9885977516756372,1,9.948592822520984,1,-1,0
60000000000,1361172626481060900,21000,0,1,0,8000000000,1.1190009744343643,2,0.01,1,0,2
14000000000,237004850225867540,21000,0,0,0,0,1.0280182955233859,1,9.9758071432501,1,-1,0
15000000000,159021773833013500,21000,0,0,0,0,1.0036673600666373,1,10.060607628522181,1,-1,0
38000000000,33906431869349384,113973,53,0,0,0,1.0005826978084014,1,10.282927885181579,1,-1,0
53000000000,1509126653346610000,21000,0,0,0,0,1.0218878956989241,1,10.026186671924776,1,-1,0
82000000000,1509126653346610000,21000,0,1,0,29000000000,1.564601341337526,2,1.5386325586084146,1,0,1
10000000000,0,121000,0,0,0,0,0.9847629291197915,1,9.988833112635074,1,-1,0
10000000000,0,121000,0,0,1,0,0.9910043678794768,2,9.712184317705145,1,-1,0
10000000000,0,121000,0,0,2,0,0.9777408949988132,3,9.996022918682618,1,-1,0
10000000000,0,121000,0,0,3,0,0.9707109588975037,4,10.009034531491155,1,-1,0
10000000000,0,121000,0,0,4,0,1.0115718506983078,5,10.369486316872793,1,-1,3
10000000000,0,121000,0,0,5,0,1.0078436862008335,6,9.971145855282831,1,-1,3
10000000000,0,121000,0,0,6,0,1.0152165842304504,7,10.045232101350042,1,-1,3
10000000000,0,121000,0,0,7,0,1.025632108829919,8,9.994793234544213,1,-1,3
10000000000,0,121000,0,0,8,0,1.0154894958985135,9,9.82469829435707,1,-1,3
10000000000,0,121000,0,0,9,0,1.0172691895261052,10,10.171423422177254,1,-1,3
10000000000,0,121000,0,0,10,0,0.9584407748365572,11,10.112789954903016,1,-1,3
10000000000,0,121000,0,0,11,0,0.9938602951615001,12,10.118654792056457,1,-1,3
53000000000,5000000000000000000,121000,0,0,12,0,1.0192915298933998,13,9.863591881780788,1,-1,3
66000000000,5000000000000000000,121000,0,1,0,13000000000,1.2219188441203244,14,0.2604191466404149,1,0,4
18000000000,237426186237638610,21000,0,0,0,0,1.0018334276567553,1,9.789722340581157,1,-1,0
40000000000,79831136801168934,136227,50,0,0,0,1.01038928881227,1,10.08802856407004,1,-1,0
22000000000,2480175612178492400,21000,0,0,0,0,1.0088570698767698,1,10.328568343871497,1,-1,0
25000000000,2480175612178492400,21000,0,1,0,3000000000,1.1437395624711495,2,0.01,1,0,2
10000000000,0,121000,0,0,0,0,1.0119782543809115,1,9.915055340559585,1,-1,0
10000000000,0,121000,0,0,1,0,1.0036148778985643,2,10.014947704763147,1,-1,0
10000000000,0,21000,0,0,-1,0,0.9707414358521798,1,9.92447865188257,1,-1,0
22000000000,205958838921111470,21000,0,0,0,0,1.01013911070807,1,9.76740048534008,1,-1,0
26000000000,10000000000000000,21000,0,0,0,0,1.0056949312110748,1,10.010284446220904,1,-1,0
12000000000,10000000000000000,21000,0,0,1,0,0.9710050309828909,2,9.840654442941084,1,-1,0
22000000000,10000000000000000,21000,0,0,2,0,1.0275947042217315,3,10.071038864595277,1,-1,0
13000000000,10000000000000000,21000,0,0,3,0,1.0106767539949608,4,9.862086364864929,1,-1,0
26000000000,10000000000000000,21000,0,0,4,0,0.9723930335804508,5,10.232490160752631,1,-1,3
26000000000,10000000000000000,21000,0,0,5,0,0.983655496720557,6,9.882512006149565,1,-1,3
15000000000,10000000000000000,21000,0,0,6,0,0.9887189591650765,7,9.95169077256915,1,-1,3
17000000000,10000000000000000,21000,0,0,7,0,0.988704731223987,8,10.122027582605451,1,-1,3
10000000000,0,121000,0,0,0,0,1.005861003776369,1,9.815370352534906,1,-1,0
10000000000,0,121000,0,0,1,0,0.9804729649788347,2,10.034118990190619,1,-1,0
10000000000,0,121000,0,0,2,0,1.0225627349424387,3,10.196071413142365,1,-1,0
10000000000,0,121000,0,0,3,0,1.0209160690273598,4,9.758877514815817,1,-1,0
10000000000,0,121000,0,0,4,0,1.0123863461919917,5,10.027695078779846,1,-1,3
10000000000,0,121000,0,0,5,0,1.000884835507877,6,10.038982419137264,1,-1,3
10000000000,0,121000,0,0,6,0,1.0187489503030307,7,10.117273430766597,1,-1,3
10000000000,0,121000,0,0,7,0,0.9944810455439198,8,9.814457393368288,1,-1,3
10000000000,0,121000,0,0,8,0,0.9855102227723358,9,9.801931508037358,1,-1,3
10000000000,0,121000,0,0,9,0,1.0238021929123948,10,10.078291234842535,1,-1,3
10000000000,0,121000,0,0,10,0,1.0063508551403801,11,10.044547700984978,1,-1,3
10000000000,0,121000,0,0,11,0,0.9863188471883721,12,10.03757392755188,1,-1,3
44000000000,5000000000000000000,121000,0,0,0,0,0.9916451526591684,13,10.051967231424547,1,-1,3
55000000000,5000000000000000000,121000,0,1,0,11000000000,1.2352714402962857,14,0.01,1,0,4
25000000000,14935520141079274,57020,71,0,0,0,1.0404434971765721,1,10.03483805457415,1,-1,0
25000000000,283166377237888840,21000,0,0,0,0,1.0000819687490106,1,10.043960870994802,1,-1,0
10000000000,0,121000,0,0,0,0,1.0031554262250735,1,9.892847287296044,1,-1,0
10000000000,0,121000,0,0,1,0,1.0144243809572389,2,10.279866176671714,1,-1,0
10000000000,0,121000,0,0,2,0,0.9756927803478599,3,10.071074938136768,1,-1,0
10000000000,0,121000,0,0,3,0,1.0219309453257244,4,9.821304475419602,1,-1,0
10000000000,0,121000,0,0,4,0,0.9878430773842429,5,10.098483041295074,1,-1,3
10000000000,0,121000,0,0,5,0,1.0366003257223029,6,9.853797749465901,1,-1,3
10000000000,0,121000,0,0,6,0,0.9937468253997082,7,10.118062690561368,1,-1,3
10000000000,0,121000,0,0,7,0,1.0207528002952637,8,10.17378933685111,1,-1,3
10000000000,0,121000,0,0,8,0,0.9500640376576183,9,9.876897652247244,1,-1,3
10000000000,0,121000,0,0,9,0,0.9764973384782806,10,10.144506419386648,1,-1,3
10000000000,0,121000,0,0,10,0,0.9941278568200475,11,10.061917139040474,1,-1,3
10000000000,0,121000,0,0,11,0,0.9593843400375022,12,10.123309023999173,1,-1,3
10000000000,0,121000,0,0,12,0,1.012017688976828,13,10.284518947398093,1,-1,3
21000000000,5000000000000000000,121000,0,0,13,0,1.006259162508725,14,9.96319178259957,1,-1,3
26000000000,5000000000000000000,121000,0,1,0,5000000000,1.2182786850390834,15,0.01,1,0,4
18000000000,13956239208031063,88198,54,0,0,0,0.99968082740271,1,9.866572835556171,1,-1,0
17000000000,52844777361368694,111338,61,0,0,0,1.0161295445984626,1,9.877628457255184,1,-1,0
14000000000,494779550265304850,21000,0,0,0,0,0.9579390096626005,1,9.988434743587884,1,-1,0
20000000000,68052790286905224,136792,74,0,0,0,0.9745302196753068,1,10.051172796222497,1,-1,0
10000000000,0,21000,0,0,0,0,0.9932982340155331,1,10.041503619899503,1,-1,0
15000000000,0,21000,0,1,0,5000000000,1.5004744723826495,2,1.6240774873554036,1,1,0
15000000000,30430212490710519,59406,50,0,0,0,0.9988277715679691,1,10.001950283781687,1,-1,0
19000000000,21432108130848362,64779,101,0,0,0,1.0177858957087142,1,10.218030111573597,1,-1,0
24000000000,76112942984289100,143545,93,0,0,0,1.009544224913108,1,9.960301475014306,1,-1,0
10000000000,0,21000,0,0,0,0,1.0139326968114213,1,10.408025374988442,1,-1,0
15000000000,0,21000,0,1,0,5000000000,1.4722024851939126,2,1.5938501021647509,1,1,0
24000000000,10000000000000000,21000,0,0,0,0,1.0028964770959876,1,9.871426366537557,1,-1,0
28000000000,10000000000000000,21000,0,0,1,0,0.9938571498152411,2,9.839366125290834,1,-1,0
24000000000,10000000000000000,21000,0,0,2,0,1.0292414376333754,3,10.072370862286478,1,-1,0
20000000000,10000000000000000,21000,0,0,3,0,1.003487912747558,4,9.966480582201122,1,-1,0
19000000000,10000000000000000,21000,0,0,4,0,0.9866189213056794,5,10.107100074113815,1,-1,3
17000000000,10000000000000000,21000,0,0,5,0,1.0170500255191008,6,10.070985643686031,1,-1,3
20000000000,10000000000000000,21000,0,0,6,0,1.011265955917293,7,9.989075663101469,1,-1,3
17000000000,10000000000000000,21000,0,0,7,0,0.9835679665471904,8,9.87298094228974,1,-1,3
27000000000,10000000000000000,21000,0,0,8,0,0.9930302059446166,9,9.77277291629712,1,-1,3
30000000000,10000000000000000,21000,0,0,9,0,0.9933710708078328,10,9.933022757189947,1,-1,3
53000000000,1696330723626434000,21000,0,0,0,0,1.0245492218455907,1,10.128459819148521,1,-1,0
91000000000,1696330723626434000,21000,0,1,0,38000000000,1.7210459695206448,2,1.5321140616195306,1,0,1
35000000000,38884025960440528,149148,57,0,0,0,1.0145356495712035,1,9.813139183193202,1,-1,0
35000000000,37916094232121660,115391,26,0,0,0,0.9901345655773983,1,10.025977138877677,1,-1,0
26000000000,99178017172150829,70028,6,0,0,0,1.0066960058227887,1,10.057797606959326,1,-1,0
21000000000,222025757702566000,21000,0,0,0,0,1.0260672180585932,1,9.86742138456983,1,-1,0
35000000000,72228488469489052,148617,63,0,0,0,0.9927784646949871,1,10.023058765891829,1,-1,0
31000000000,94252672283092850,137927,107,0,0,0,1.0023030960767556,1,10.0087313077669,1,-1,0
10000000000,0,21000,0,0,0,0,0.9727338748752479,1,9.828554455325406,1,-1,0
10000000000,0,21000,0,0,0,0,0.9846888382017994,1,10.053668104052242,1,-1,0
15000000000,0,21000,0,1,0,5000000000,1.4933111420100436,2,1.5841176789552351,1,1,0
12000000000,495332152065146900,21000,0,0,0,0,0.9787832138209656,1,10.16245768647629,1,-1,0
35000000000,2609592365926055000,21000,0,0,-1,0,1.026439473550437,1,10.158070307805236,1,-1,0
31000000000,86077783941690758,109177,25,0,0,0,0.9832398595951698,1,9.793349594806436,1,-1,0
11000000000,332540217590959140,21000,0,0,0,0,1.0157359718423449,1,9.859326244012731,1,-1,0
13000000000,269763082471588640,21000,0,0,0,0,1.0037367247506295,1,10.077255290081299,1,-1,0
21000000000,208588766182212670,21000,0,0,0,0,1.0006170389702091,1,10.077067892636832,1,-1,0
26000000000,68431944960823957,109443,73,0,0,0,1.029723272899303,1,10.077257152945908,1,-1,0
33000000000,36944670962349192,147384,66,0,0,0,0.9547879940614484,1,10.577909723598209,1,-1,0
11000000000,380650998449521770,21000,0,0,0,0,0.9960759020635379,1,10.085633576603975,1,-1,0
27000000000,3400310746688351,52426,10,0,0,0,0.9783923932686912,1,10.17033484602709,1,-1,0
18000000000,32731667308716940,142691,94,0,0,0,0.9607715918173393,2,10.14310026452398,1,-1,0
25000000000,85058409943693333,76236,57,0,0,0,0.9761053653248462,1,10.097708687695869,1,-1,0
16000000000,312902682340096700,21000,0,0,0,0,1.0003447507000613,1,9.952709613303949,1,-1,0
10000000000,0,21000,0,0,0,0,0.9854930574158711,1,10.11384538307399,1,-1,0
15000000000,0,21000,0,1,0,5000000000,1.517932271646503,2,1.3840762178193642,1,1,0
13000000000,486177837358975240,21000,0,0,0,0,0.9957230830411734,1,9.964477208988999,1,-1,0
35000000000,57939036155928020,79427,75,0,0,0,0.9935052329055811,1,9.927195467825635,1,-1,0
14000000000,247873144858686720,21000,0,0,0,0,0.9935943809898782,1,10.012281120907948,1,-1,0
18000000000,249219004515597800,21000,0,0,0,0,0.9980301118774092,1,10.347198785001027,1,-1,0
23000000000,57019487636611021,109445,49,0,0,0,0.991630429301145,1,9.719910221111238,1,-1,0
19000000000,49582232087376124,122714,25,0,0,0,0.9829749260487167,1,10.102939028556177,1,-1,0
28000000000,57530031923487782,117158,66,0,0,0,1.0197836976795207,1,9.758092619321552,1,-1,0
19000000000,486322555301182850,21000,0,0,0,0,0.9875180989922211,1,9.929210220131585,1,-1,0
10000000000,0,21000,0,0,0,0,0.9923294676730763,1,10.163342589545104,1,-1,0
15000000000,0,21000,0,1,0,5000000000,1.508588101451806,2,1.5096420028643194,1,1,0
21000000000,93427743768529000,93264,105,0,0,0,1.006374824923145,1,9.838338283310604,1,-1,0
27000000000,33269264828440996,80863,113,0,0,0,0.9821312387530791,1,9.892704443611004,1,-1,0
22000000000,56999494143409928,86766,27,0,0,0,1.0150996388822149,1,10.101939662340202,1,-1,0
10000000000,0,21000,0,0,0,0,1.010753406796768,1,9.89044500524243,1,-1,0
15000000000,0,21000,0,1,0,5000000000,1.503559496533745,2,1.5324687884372963,1,1,0
11000000000,225171395111735340,21000,0,0,0,0,0.9913736629883702,1,10.006835775985572,1,-1,0
13000000000,2220752355145850000,21000,0,0,0,0,0.9918653861895719,1,9.902259947859127,1,-1,0
22000000000,2220752355145850000,21000,0,1,0,9000000000,1.6882717501174827,2,1.8215916133987988,1,0,1
35000000000,21853930153458836,70817,46,0,0,0,0.9753633611774447,1,10.095087853347701,1,-1,0
25000000000,397055363410076500,21000,0,0,0,0,0.9992146310280609,1,9.69622861200136,1,-1,0
17000000000,167857192252095670,21000,0,0,0,0,1.01784204080894,1,10.027968147215415,1,-1,0
12000000000,426931680031020440,21000,0,0,0,0,1.0175274237966805,1,9.900732030284741,1,-1,0
10000000000,0,21000,0,0,0,0,0.992382964574471,1,10.127865000219433,1,-1,0
15000000000,0,21000,0,1,0,5000000000,1.5212816653045107,2,1.381121889235095,1,1,0
10000000000,0,121000,0,0,0,0,1.038118091090589,1,9.982789533779965,1,-1,0
10000000000,0,121000,0,0,1,0,0.9936758492947435,2,10.07574809184707,1,-1,0
10000000000,0,121000,0,0,2,0,1.0138302941286434,3,10.129863279125518,1,-1,0
10000000000,0,121000,0,0,3,0,0.9547438007461841,4,9.819955538941633,1,-1,0
10000000000,0,121000,0,0,4,0,0.9748370654363602,5,9.949824814623858,1,-1,3
10000000000,0,121000,0,0,5,0,1.0018224205866704,6,9.928758203325856,1,-1,3
10000000000,0,121000,0,0,6,0,0.9798653387496322,7,9.902000615113943,1,-1,3
10000000000,0,121000,0,0,7,0,1.0407840408944489,8,10.264818136042164,1,-1,3
10000000000,0,121000,0,0,8,0,1.011957593745931,9,10.060747256644143,1,-1,3
10000000000,0,121000,0,0,9,0,1.0193166329371626,10,9.810867406849743,1,-1,3
10000000000,0,121000,0,0,10,0,0.9994194718767883,11,10.137679292058216,1,-1,3
10000000000,0,121000,0,0,11,0,0.979935839602727,12,10.318323429551896,1,-1,3
10000000000,0,121000,0,0,12,0,0.9896237943565024,13,10.154869789082673,1,-1,3
10000000000,0,121000,0,0,13,0,1.0050876095925272,14,9.772094505106898,1,-1,3
10000000000,0,121000,0,0,14,0,0.9872416932318198,15,9.927364889070063,1,-1,3
19000000000,5000000000000000000,121000,0,0,15,0,1.013423839834544,16,10.190036672377994,1,-1,3
23000000000,5000000000000000000,121000,0,1,0,4000000000,1.2247546151098543,17,0.01,1,0,4
18000000000,200085928446671530,21000,0,0,0,0,1.0000996260787918,1,10.066572914221934,1,-1,0
11000000000,370159434663647540,21000,0,0,0,0,0.9634872982596601,1,10.1161951080144,1,-1,0
25000000000,303426552938670660,21000,0,0,0,0,1.0342956986733192,1,9.860960429263288,1,-1,0
10000000000,0,121000,0,0,0,0,0.9957465428662097,1,9.99107119659073,1,-1,0
10000000000,0,121000,0,0,1,0,1.0541855329694207,2,9.513809898989638,1,-1,0
10000000000,0,121000,0,0,2,0,1.013050713927044,3,9.846341853799856,1,-1,0
10000000000,0,121000,0,0,3,0,0.9958008984653589,4,9.962114777291026,1,-1,0
10000000000,0,121000,0,0,4,0,1.00895643752996,5,9.812832522705273,1,-1,3
10000000000,0,121000,0,0,5,0,0.9596142896584278,6,10.244861695589746,1,-1,3
10000000000,0,121000,0,0,6,0,1.0205228480647193,7,9.785478793305906,1,-1,3
10000000000,0,121000,0,0,7,0,1.0513388247505895,8,9.933993326995452,1,-1,3
10000000000,0,121000,0,0,8,0,0.9582153305231325,9,10.019611086592914,1,-1,3
10000000000,0,121000,0,0,9,0,0.9942518198034859,10,10.216190993359918,1,-1,3
10000000000,0,121000,0,0,10,0,0.9978932375441695,11,9.784620677323083,1,-1,3
10000000000,0,121000,0,0,11,0,1.0175045725832612,12,10.174474562823244,1,-1,3
10000000000,0,121000,0,0,12,0,1.0421195134833108,13,10.001534959152938,1,-1,3
18000000000,5000000000000000000,121000,0,0,13,0,1.0076576424519113,14,9.852773702342807,1,-1,3
22000000000,5000000000000000000,121000,0,1,0,4000000000,1.2650580586386315,15,0.11931552113949061,1,0,4
26000000000,97636584831534853,137473,20,0,0,0,1.0034086495376933,1,10.02985895433602,1,-1,0
16000000000,389599929603019040,21000,0,0,0,0,1.0090284763759245,1,9.909967468426181,1,-1,0
37000000000,39732754698577732,106589,115,0,0,0,1.006564711323205,1,10.010470312748502,1,-1,0
10000000000,0,21000,0,0,0,0,1.0244059956601017,1,9.942202960470736,1,-1,0
15000000000,0,21000,0,1,0,5000000000,1.4915535786877958,2,1.5170276017876871,1,1,0
17000000000,10000000000000000,21000,0,0,0,0,1.0163657351752302,1,10.099319601178157,1,-1,0
25000000000,10000000000000000,21000,0,0,1,0,0.9753840678748714,2,10.237902522421804,1,-1,0
22000000000,10000000000000000,21000,0,0,2,0,0.9943099179069718,3,9.814327675175972,1,-1,0
17000000000,10000000000000000,21000,0,0,3,0,0.9872651275412239,4,10.31995500619844,1,-1,0
20000000000,10000000000000000,21000,0,0,4,0,1.0017592311723589,5,9.707186830071624,1,-1,3
14000000000,10000000000000000,21000,0,0,5,0,0.9936784050119244,6,9.977232235744662,1,-1,3
27000000000,10000000000000000,21000,0,0,6,0,1.0226426738491394,7,10.088247580972686,1,-1,3
15000000000,10000000000000000,21000,0,0,7,0,0.9824266380965672,8,10.042148780160256,1,-1,3
13000000000,256281514097035200,21000,0,0,0,0,0.9653736812837798,1,9.906595072026912,1,-1,0
13000000000,170695424536938480,21000,0,0,0,0,0.9728543236057688,1,9.968781662446409,1,-1,0
13000000000,251749968560975870,21000,0,0,0,0,1.0198833609260265,1,9.926049859801175,1,-1,0
